id,homonym,judge_meaning,suprisal_GPT2_large,average,sentence,modified_sentence
158,speakers,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous),3.923478126525879,2.0,The speakers are too loud.,The [someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)] speakers are too loud.
159,speakers,electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance,3.16170334815979,4.2,The speakers are too loud.,The [electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance] speakers are too loud.
160,speakers,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous),4.15650749206543,2.6,The speakers are too loud.,The [someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)] speakers are too loud.
161,speakers,electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance,3.2499799728393555,3.2,The speakers are too loud.,The [electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance] speakers are too loud.
162,material,information (data or ideas or observations) that can be used or reworked into a finished form,3.5358870029449463,3.4,Kate wasn't sure what to do with the material she had been given.,Kate wasn't sure what to do with the [information (data or ideas or observations) that can be used or reworked into a finished form] material she had been given.
163,material,artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,3.463334560394287,2.0,Kate wasn't sure what to do with the material she had been given.,Kate wasn't sure what to do with the [artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers] material she had been given.
164,material,information (data or ideas or observations) that can be used or reworked into a finished form,3.272557497024536,3.0,Kate wasn't sure what to do with the material she had been given.,Kate wasn't sure what to do with the [information (data or ideas or observations) that can be used or reworked into a finished form] material she had been given.
165,material,artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,3.1588592529296875,3.2,Kate wasn't sure what to do with the material she had been given.,Kate wasn't sure what to do with the [artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers] material she had been given.
166,material,information (data or ideas or observations) that can be used or reworked into a finished form,3.4311394691467285,3.4,Kate wasn't sure what to do with the material she had been given.,Kate wasn't sure what to do with the [information (data or ideas or observations) that can be used or reworked into a finished form] material she had been given.
167,material,artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,3.298250675201416,3.6,Kate wasn't sure what to do with the material she had been given.,Kate wasn't sure what to do with the [artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers] material she had been given.
168,materials,information (data or ideas or observations) that can be used or reworked into a finished form,3.675823211669922,5.0,He carefully selected materials to enhance the project's quality.,He carefully selected [information (data or ideas or observations) that can be used or reworked into a finished form] materials to enhance the project's quality.
169,materials,artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,3.665842056274414,3.0,He carefully selected materials to enhance the project's quality.,He carefully selected [artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers] materials to enhance the project's quality.
170,materials,information (data or ideas or observations) that can be used or reworked into a finished form,3.6044750213623047,2.2,He carefully selected materials to enhance the project's quality.,He carefully selected [information (data or ideas or observations) that can be used or reworked into a finished form] materials to enhance the project's quality.
171,materials,artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,3.5307364463806152,3.0,He carefully selected materials to enhance the project's quality.,He carefully selected [artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers] materials to enhance the project's quality.
